productReference;Brand;IDTECDOC;EAN;Name;Description;Stock;price;Currency;priceeurop;Currency.1
30201D;AS;274;1100020002266.0;catalyseur AS ;catalyseur AS ;1.0;170,32;EUR;170,32;EUR
30179D;AS;274;1100020002267.0;catalyseur AS ;catalyseur AS ;1.0;170,43;EUR;170,43;EUR
91076;AS;274;2000020000854.0;CATALYSEUR;Catalyseur;1.0;170,82;EUR;170,82;EUR
95136;AS;274;1100020002270.0;catalyseur AS ;catalyseur AS ;1.0;170,89;EUR;170,89;EUR
33797;AS;274;2000020000857.0;PIECESOE;PIECESOE;1.0;170,96;EUR;170,96;EUR
21213D;AS;274;1100020002271.0;catalyseur AS ;catalyseur AS ;1.0;170,99;EUR;170,99;EUR
G00595C;primeturbo;5620;1000000132010.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
G00609C;primeturbo;5620;1000000132011.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
G00640C;primeturbo;5620;1000000132012.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
K00450C;primeturbo;5620;1000000132013.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
K00515C;primeturbo;5620;1000000132014.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
K00555C;primeturbo;5620;1000000132015.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
K00565C;primeturbo;5620;1000000132016.0;PIECESOE;PIECESOE;0.0;171;EUR;171;EUR
K00568C;primeturbo;5620;1000000132017.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
M00566C;primeturbo;5620;1000000132018.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
H00631C;primeturbo;5620;1000000132019.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
S00352C;primeturbo;5620;1000000132020.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
K00794C;primeturbo;5620;1000000132021.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
K00795C;primeturbo;5620;1000000132022.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
G00762AC;primeturbo;5620;1000000132023.0;PIECESOE;PIECESOE;0.0;171;EUR;171;EUR
G00821AC;primeturbo;5620;1000000132024.0;PIECESOE;PIECESOE;1.0;171;EUR;171;EUR
G00912C;primeturbo;5620;1000000132025.0;PIECESOE;PIECESOE;0.0;171;EUR;171;EUR
2100-010-505;jrone;6662;1000000132905.0;PIECESOE;PIECESOE;0.0;171,04;EUR;171,04;EUR
21775D;AS;274;1100020002275.0;catalyseur AS ;catalyseur AS ;1.0;171,41;EUR;171,41;EUR
37908;AS;274;2000020000859.0;PIECESOE;PIECESOE;1.0;171,49;EUR;171,49;EUR
2200-011-G23;jrone;6662;1000000132906.0;PIECESOE;PIECESOE;0.0;171,49;EUR;171,49;EUR
2200-010-086;jrone;6662;1000000132907.0;PIECESOE;PIECESOE;0.0;171,49;EUR;171,49;EUR
95149D;AS;274;1100020002276.0;catalyseur AS ;catalyseur AS ;1.0;171,52;EUR;171,52;EUR
28590D;AS;274;1100020002277.0;catalyseur AS ;catalyseur AS ;1.0;171,56;EUR;171,56;EUR
30976D;AS;274;1100020002278.0;catalyseur AS ;catalyseur AS ;1.0;171,56;EUR;171,56;EUR
2063-050-085;jrone;6662;1000000132908.0;PIECESOE;PIECESOE;0.0;171,57;EUR;171,57;EUR
22110;AS;274;2000020000862.0;CATALYSEUR;Catalyseur;1.0;171,58;EUR;171,58;EUR
61049;AS;274;2000020000865.0;CATALYSEUR;Catalyseur;1.0;171,66;EUR;171,66;EUR
45279;AS;274;2000020000866.0;CATALYSEUR;Catalyseur;1.0;171,66;EUR;171,66;EUR
30948D;AS;274;1100020002279.0;catalyseur AS ;catalyseur AS ;1.0;171,73;EUR;171,73;EUR
30210;AS;274;2000020000869.0;PIECESOE;PIECESOE;1.0;171,77;EUR;171,77;EUR
CAD10166;NAP CARPARTS;5637;1000000131701.0;PIECESOE;PIECESOE;1.0;171,82;EUR;171,82;EUR
30965;AS;274;2000020000876.0;CATALYSEUR;Catalyseur;1.0;172,05;EUR;172,05;EUR
2063-050-026;jrone;6662;1000000132909.0;PIECESOE;PIECESOE;0.0;172,08;EUR;172,08;EUR
FD1066;AS;274;1100020003187.0;Fap AS;FAP AS;1.0;172,08;EUR;172,08;EUR
2100-010-425;jrone;6662;1000000132910.0;PIECESOE;PIECESOE;0.0;172,25;EUR;172,25;EUR
37861;AS;274;1100020002285.0;catalyseur AS ;catalyseur AS ;1.0;172,34;EUR;172,34;EUR
2063-050-009;jrone;6662;1000000132911.0;PIECESOE;PIECESOE;0.0;172,38;EUR;172,38;EUR
28677;AS;274;2000020000881.0;CAT AS;CAT AS;1.0;172,43;EUR;172,43;EUR
1000-020-179;jrone;6662;1000000132912.0;PIECESOE;PIECESOE;0.0;172,53;EUR;172,53;EUR
71221;AS;274;2000020000886.0;PIECESOE;PIECESOE;1.0;172,64;EUR;172,64;EUR
CAK10261;NAP CARPARTS;5637;1000000131737.0;PIECESOE;PIECESOE;1.0;172,69;EUR;172,69;EUR
42235;AS;274;2000020000887.0;CATALYSEUR;Catalyseur;1.0;172,72;EUR;172,72;EUR
22109;AS;274;2000020000888.0;CATALYSEUR;Catalyseur;1.0;172,72;EUR;172,72;EUR
95124;AS;274;2000020000889.0;CATALYSEUR;Catalyseur;1.0;172,76;EUR;172,76;EUR
89009;AS;274;2000020000890.0;CATALYSEUR;Catalyseur;1.0;172,76;EUR;172,76;EUR
37949;AS;274;2000020000892.0;CATALYSEUR;Catalyseur;1.0;172,77;EUR;172,77;EUR
K829;LRT;117;1000000131687.0;PIECESOE;PIECESOE;1.0;172,78;EUR;172,78;EUR
1000-010-512T;jrone;6662;1000000132913.0;PIECESOE;PIECESOE;0.0;173,01;EUR;173,01;EUR
1000-010-711T;jrone;6662;1000000132914.0;PIECESOE;PIECESOE;0.0;173,01;EUR;173,01;EUR
1000-010-737T;jrone;6662;1000000132915.0;PIECESOE;PIECESOE;0.0;173,01;EUR;173,01;EUR
1000-030-287;jrone;6662;1000000132916.0;PIECESOE;PIECESOE;0.0;173,01;EUR;173,01;EUR
30174;AS;274;2000020000894.0;PIECESOE;PIECESOE;1.0;173,02;EUR;173,02;EUR
CAD10306;NAP CARPARTS;5637;1000000131709.0;PIECESOE;PIECESOE;1.0;173,02;EUR;173,02;EUR
30191;AS;274;2000020000895.0;CATALYSEUR;Catalyseur;1.0;173,05;EUR;173,05;EUR
30977;AS;274;2000020000896.0;CATALYSEUR;Catalyseur;1.0;173,07;EUR;173,07;EUR
45286;AS;274;2000020000897.0;CATALYSEUR;Catalyseur;1.0;173,08;EUR;173,08;EUR
25097;AS;274;2000020000898.0;CAT AS;CAT AS;1.0;173,17;EUR;173,17;EUR
21777D;AS;274;1100020002288.0;catalyseur AS ;catalyseur AS ;1.0;173,33;EUR;173,33;EUR
2063-050-126;jrone;6662;1000000132917.0;PIECESOE;PIECESOE;0.0;173,42;EUR;173,42;EUR
71251D;AS;274;1100020002289.0;catalyseur AS ;catalyseur AS ;1.0;173,42;EUR;173,42;EUR
2063-050-169;jrone;6662;1000000132918.0;PIECESOE;PIECESOE;0.0;173,7;EUR;173,7;EUR
74150D;AS;274;1100020002291.0;catalyseur AS ;catalyseur AS ;1.0;173,75;EUR;173,75;EUR
21760D;AS;274;1100020002292.0;catalyseur AS ;catalyseur AS ;1.0;173,8;EUR;173,8;EUR
FD1020;AS;274;1100020003188.0;Fap AS;FAP AS;1.0;173,87;EUR;173,87;EUR
30194;AS;274;1100020002297.0;catalyseur AS ;catalyseur AS ;1.0;174,2;EUR;174,2;EUR
71088;AS;274;2000020000907.0;CAT AS;CAT AS;1.0;174,22;EUR;174,22;EUR
2063-050-135;jrone;6662;1000000132919.0;PIECESOE;PIECESOE;0.0;174,26;EUR;174,26;EUR
45203;AS;274;2000020000911.0;CATALYSEUR;Catalyseur;1.0;174,47;EUR;174,47;EUR
G00080C;primeturbo;5620;1000000132026.0;PIECESOE;PIECESOE;1.0;174,6;EUR;174,6;EUR
B00771C;primeturbo;5620;1000000132027.0;PIECESOE;PIECESOE;1.0;174,6;EUR;174,6;EUR
K00810C;primeturbo;5620;1000000132028.0;PIECESOE;PIECESOE;1.0;174,6;EUR;174,6;EUR
K00823C;primeturbo;5620;1000000132029.0;PIECESOE;PIECESOE;1.0;174,6;EUR;174,6;EUR
G00891C;primeturbo;5620;1000000132030.0;PIECESOE;PIECESOE;1.0;174,6;EUR;174,6;EUR
26045D;AS;274;1100020002300.0;catalyseur AS ;catalyseur AS ;1.0;174,62;EUR;174,62;EUR
25122D;AS;274;1100020002302.0;catalyseur AS ;catalyseur AS ;1.0;174,7;EUR;174,7;EUR
27008;AS;274;2000020000917.0;CATALYSEUR;Catalyseur;1.0;174,92;EUR;174,92;EUR
8B35-200-A84;jrone;6662;1000000132920.0;PIECESOE;PIECESOE;0.0;174,92;EUR;174,92;EUR
15722D;AS;274;1100020002306.0;catalyseur AS ;catalyseur AS ;1.0;174,94;EUR;174,94;EUR
G00502C;primeturbo;5620;1000000132031.0;PIECESOE;PIECESOE;1.0;174,96;EUR;174,96;EUR
G00521C;primeturbo;5620;1000000132032.0;PIECESOE;PIECESOE;1.0;174,96;EUR;174,96;EUR
45217;AS;274;2000020000919.0;CAT AS;CAT AS;1.0;174,98;EUR;174,98;EUR
15086;AS;274;2000020000920.0;CATALYSEUR;Catalyseur;1.0;175,01;EUR;175,01;EUR
CAD10032;NAP CARPARTS;5637;1000000131692.0;PIECESOE;PIECESOE;1.0;175,02;EUR;175,02;EUR
2063-050-045;jrone;6662;1000000132921.0;PIECESOE;PIECESOE;0.0;175,07;EUR;175,07;EUR
25128;AS;274;2000020000922.0;PIECESOE;PIECESOE;1.0;175,12;EUR;175,12;EUR
30213;AS;274;2000020000923.0;PIECESOE;PIECESOE;1.0;175,14;EUR;175,14;EUR
97144;AS;274;2000020000926.0;PIECESOE;PIECESOE;1.0;175,18;EUR;175,18;EUR
15773D;AS;274;1100020002310.0;catalyseur AS ;catalyseur AS ;1.0;175,19;EUR;175,19;EUR
30572;AS;274;2000020000928.0;PIECESOE;PIECESOE;1.0;175,22;EUR;175,22;EUR
61021;AS;274;2000020000929.0;CATALYSEUR;Catalyseur;52.0;175,3;EUR;175,3;EUR
28595;AS;274;2000020000934.0;CATALYSEUR;Catalyseur;1.0;175,55;EUR;175,55;EUR
71291D;AS;274;1100020002314.0;catalyseur AS ;catalyseur AS ;1.0;175,56;EUR;175,56;EUR
33796;AS;274;1100020002315.0;catalyseur AS ;catalyseur AS ;1.0;175,61;EUR;175,61;EUR
28684;AS;274;2000020000939.0;CATALYSEUR;Catalyseur;1.0;175,68;EUR;175,68;EUR
22116;AS;274;2000020000940.0;CATALYSEUR;Catalyseur;1.0;175,7;EUR;175,7;EUR
22108D;AS;274;1100020002317.0;catalyseur AS ;catalyseur AS ;1.0;175,74;EUR;175,74;EUR
30953;AS;274;2000020000941.0;CATALYSEUR;Catalyseur;1.0;175,75;EUR;175,75;EUR
1000-010-208;jrone;6662;1000000132922.0;PIECESOE;PIECESOE;0.0;175,78;EUR;175,78;EUR
83104;AS;274;2000020000945.0;PIECESOE;PIECESOE;1.0;175,8;EUR;175,8;EUR
28626;AS;274;1100020002320.0;catalyseur AS ;catalyseur AS ;1.0;175,88;EUR;175,88;EUR
74171;AS;274;2000020000948.0;CAT AS;CAT AS;1.0;175,94;EUR;175,94;EUR
20407;AS;274;2000020000949.0;CATALYSEUR;Catalyseur;1.0;175,98;EUR;175,98;EUR
71214D;AS;274;1100020002321.0;catalyseur AS ;catalyseur AS ;1.0;175,98;EUR;175,98;EUR
22093;AS;274;1100020002322.0;catalyseur AS ;catalyseur AS ;1.0;176,01;EUR;176,01;EUR
28567D;AS;274;1100020002326.0;catalyseur AS ;catalyseur AS ;1.0;176,26;EUR;176,26;EUR
FD1058;AS;274;1100020003189.0;Fap AS;FAP AS;1.0;176,28;EUR;176,28;EUR
FD1072;AS;274;1100020003190.0;Fap AS;FAP AS;1.0;176,28;EUR;176,28;EUR
G00799C;primeturbo;5620;1000000132033.0;PIECESOE;PIECESOE;0.0;176,4;EUR;176,4;EUR
B00801C;primeturbo;5620;1000000132034.0;PIECESOE;PIECESOE;0.0;176,4;EUR;176,4;EUR
B00800C;primeturbo;5620;1000000132035.0;PIECESOE;PIECESOE;0.0;176,4;EUR;176,4;EUR
83149D;AS;274;1100020002329.0;catalyseur AS ;catalyseur AS ;1.0;176,44;EUR;176,44;EUR
28613D;AS;274;1100020002330.0;catalyseur AS ;catalyseur AS ;1.0;176,45;EUR;176,45;EUR
74104;AS;274;2000020000961.0;CATALYSEUR;Catalyseur;1.0;176,59;EUR;176,59;EUR
74167;AS;274;2000020000965.0;PIECESOE;PIECESOE;1.0;176,78;EUR;176,78;EUR
45242;AS;274;2000020000968.0;CATALYSEUR;Catalyseur;1.0;176,8;EUR;176,8;EUR
28547D;AS;274;1100020002333.0;catalyseur AS ;catalyseur AS ;1.0;176,91;EUR;176,91;EUR
S00697C;primeturbo;5620;1000000132036.0;PIECESOE;PIECESOE;1.0;176,94;EUR;176,94;EUR
15770;AS;274;2000020000969.0;CATALYSEUR;Catalyseur;1.0;176,98;EUR;176,98;EUR
15776D;AS;274;1100020002334.0;catalyseur AS ;catalyseur AS ;1.0;177;EUR;177;EUR
1000-020-119;jrone;6662;1000000132923.0;PIECESOE;PIECESOE;0.0;177,37;EUR;177,37;EUR
1000-010-518;jrone;6662;1000000132924.0;PIECESOE;PIECESOE;0.0;177,45;EUR;177,45;EUR
1000-010-753T;jrone;6662;1000000132925.0;PIECESOE;PIECESOE;0.0;177,45;EUR;177,45;EUR
8B35-200-649;jrone;6662;1000000132926.0;PIECESOE;PIECESOE;0.0;177,45;EUR;177,45;EUR
51006;AS;274;2000020000974.0;CATALYSEUR;Catalyseur;1.0;177,47;EUR;177,47;EUR
FD1036;AS;274;1100020003191.0;Fap AS;FAP AS;1.0;177,5;EUR;177,5;EUR
28622D;AS;274;1100020002339.0;catalyseur AS ;catalyseur AS ;1.0;177,58;EUR;177,58;EUR
55282;AS;274;2000020000976.0;PIECESOE;PIECESOE;1.0;177,65;EUR;177,65;EUR
28325;AS;274;2000020000977.0;PIECESOE;PIECESOE;1.0;177,78;EUR;177,78;EUR
42257;AS;274;1100020002342.0;catalyseur AS ;catalyseur AS ;1.0;177,95;EUR;177,95;EUR
45280;AS;274;2000020000981.0;CAT AS;CAT AS;1.0;178,15;EUR;178,15;EUR
28581D;AS;274;1100020002345.0;catalyseur AS ;catalyseur AS ;1.0;178,33;EUR;178,33;EUR
1000-020-121;jrone;6662;1000000132927.0;PIECESOE;PIECESOE;0.0;178,34;EUR;178,34;EUR
2100-011-758;jrone;6662;1000000132928.0;PIECESOE;PIECESOE;0.0;178,41;EUR;178,41;EUR
2063-050-101;jrone;6662;1000000132929.0;PIECESOE;PIECESOE;0.0;178,54;EUR;178,54;EUR
2200-010-233;jrone;6662;1000000132930.0;PIECESOE;PIECESOE;0.0;178,67;EUR;178,67;EUR
2063-050-152;jrone;6662;1000000132931.0;PIECESOE;PIECESOE;0.0;178,77;EUR;178,77;EUR
45230D;AS;274;1100020002346.0;catalyseur AS ;catalyseur AS ;1.0;178,94;EUR;178,94;EUR
20463D;AS;274;1100020002347.0;catalyseur AS ;catalyseur AS ;1.0;178,96;EUR;178,96;EUR
15774D;AS;274;1100020002349.0;catalyseur AS ;catalyseur AS ;1.0;179,01;EUR;179,01;EUR
71300D;AS;274;1100020002350.0;catalyseur AS ;catalyseur AS ;1.0;179,05;EUR;179,05;EUR
42245;AS;274;2000020000987.0;CATALYSEUR;Catalyseur;1.0;179,07;EUR;179,07;EUR
33788;AS;274;2000020000988.0;CATALYSEUR;Catalyseur;1.0;179,08;EUR;179,08;EUR
20391D;AS;274;1100020002353.0;catalyseur AS ;catalyseur AS ;1.0;179,13;EUR;179,13;EUR
15750D;AS;274;1100020002355.0;catalyseur AS ;catalyseur AS ;1.0;179,29;EUR;179,29;EUR
FD1010;AS;274;1100020003192.0;Fap AS;FAP AS;1.0;179,5;EUR;179,5;EUR
95083;AS;274;2000020001001.0;CATALYSEUR;Catalyseur;1.0;179,64;EUR;179,64;EUR
15679;AS;274;2000020001003.0;PIECESOE;PIECESOE;1.0;179,67;EUR;179,67;EUR
2200-011-634;jrone;6662;1000000132932.0;PIECESOE;PIECESOE;0.0;179,68;EUR;179,68;EUR
95163;AS;274;2000020001004.0;CATALYSEUR;Catalyseur;1.0;179,8;EUR;179,8;EUR
74134;AS;274;2000020001005.0;CATALYSEUR;Catalyseur;1.0;179,81;EUR;179,81;EUR
2100-011-388;jrone;6662;1000000132933.0;PIECESOE;PIECESOE;0.0;179,83;EUR;179,83;EUR
42220;AS;274;2000020001006.0;PIECESOE;PIECESOE;1.0;179,84;EUR;179,84;EUR
1000-030-425T;jrone;6662;1000000132934.0;PIECESOE;PIECESOE;0.0;179,91;EUR;179,91;EUR
FD5013;AS;274;1100020003193.0;Fap AS;FAP AS;1.0;179,93;EUR;179,93;EUR
8M02-200-527;jrone;6662;1000000132935.0;PIECESOE;PIECESOE;0.0;179,99;EUR;179,99;EUR
K00732C;primeturbo;5620;1000000132037.0;PIECESOE;PIECESOE;0.0;180;EUR;180;EUR
B00611C;primeturbo;5620;1000000132038.0;PIECESOE;PIECESOE;1.0;180;EUR;180;EUR
61055;AS;274;2000020001009.0;CATALYSEUR;Catalyseur;1.0;180,02;EUR;180,02;EUR
21781D;AS;274;1100020002361.0;catalyseur AS ;catalyseur AS ;1.0;180,04;EUR;180,04;EUR
2100-010-271;jrone;6662;1000000132936.0;PIECESOE;PIECESOE;0.0;180,11;EUR;180,11;EUR
39102D;AS;274;1100020002364.0;catalyseur AS ;catalyseur AS ;1.0;180,13;EUR;180,13;EUR
1000-020-112;jrone;6662;1000000132937.0;PIECESOE;PIECESOE;0.0;180,14;EUR;180,14;EUR
71162;AS;274;2000020001015.0;CATALYSEUR;Catalyseur;1.0;180,19;EUR;180,19;EUR
2100-010-506;jrone;6662;1000000132938.0;PIECESOE;PIECESOE;0.0;180,19;EUR;180,19;EUR
95084;AS;274;2000020001016.0;PIECESOE;PIECESOE;1.0;180,2;EUR;180,2;EUR
CAK11523;NAP CARPARTS;5637;1000000131775.0;PIECESOE;PIECESOE;1.0;180,22;EUR;180,22;EUR
15739D;AS;274;1100020002365.0;catalyseur AS ;catalyseur AS ;1.0;180,25;EUR;180,25;EUR
84046D;AS;274;1100020002366.0;catalyseur AS ;catalyseur AS ;1.0;180,25;EUR;180,25;EUR
2100-010-328;jrone;6662;1000000132939.0;PIECESOE;PIECESOE;0.0;180,31;EUR;180,31;EUR
28689D;AS;274;1100020002367.0;catalyseur AS ;catalyseur AS ;1.0;180,39;EUR;180,39;EUR
22097D;AS;274;1100020002368.0;catalyseur AS ;catalyseur AS ;1.0;180,4;EUR;180,4;EUR
41144;AS;274;2000020001023.0;PIECESOE;PIECESOE;1.0;180,46;EUR;180,46;EUR
91062D;AS;274;1100020002369.0;catalyseur AS ;catalyseur AS ;1.0;180,58;EUR;180,58;EUR
42059;AS;274;2000020001026.0;PIECESOE;PIECESOE;1.0;180,59;EUR;180,59;EUR
1000-020-103;jrone;6662;1000000132940.0;PIECESOE;PIECESOE;0.0;180,59;EUR;180,59;EUR
37959D;AS;274;1100020002372.0;catalyseur AS ;catalyseur AS ;1.0;180,71;EUR;180,71;EUR
42221;AS;274;2000020001029.0;PIECESOE;PIECESOE;1.0;180,73;EUR;180,73;EUR
42248;AS;274;2000020001031.0;CATALYSEUR;Catalyseur;1.0;180,81;EUR;180,81;EUR
1000-070-085;jrone;6662;1000000132941.0;PIECESOE;PIECESOE;0.0;180,82;EUR;180,82;EUR
CAD10170;NAP CARPARTS;5637;1000000131703.0;PIECESOE;PIECESOE;1.0;180,83;EUR;180,83;EUR
71211D;AS;274;1100020002373.0;catalyseur AS ;catalyseur AS ;1.0;180,85;EUR;180,85;EUR
CAD10536;NAP CARPARTS;5637;1000000131677.0;PIECESOE;PIECESOE;1.0;180,9;EUR;180,9;EUR
42115;AS;274;1100020002374.0;catalyseur AS ;catalyseur AS ;1.0;180,91;EUR;180,91;EUR
FD1053;AS;274;1100020003194.0;Fap AS;FAP AS;1.0;181,22;EUR;181,22;EUR
1000-010-686T;jrone;6662;1000000132942.0;PIECESOE;PIECESOE;0.0;181,25;EUR;181,25;EUR
1000-070-060T;jrone;6662;1000000132943.0;PIECESOE;PIECESOE;0.0;181,25;EUR;181,25;EUR
1000-070-077;jrone;6662;1000000132944.0;PIECESOE;PIECESOE;0.0;181,25;EUR;181,25;EUR
28650;AS;274;2000020001039.0;CATALYSEUR;Catalyseur;1.0;181,39;EUR;181,39;EUR
CAK10451;NAP CARPARTS;5637;1000000131739.0;PIECESOE;PIECESOE;1.0;181,42;EUR;181,42;EUR
61059D;AS;274;1100020002375.0;catalyseur AS ;catalyseur AS ;1.0;181,46;EUR;181,46;EUR
28604D;AS;274;1100020002377.0;catalyseur AS ;catalyseur AS ;1.0;181,67;EUR;181,67;EUR
15095;AS;274;2000020001041.0;PIECESOE;PIECESOE;1.0;181,69;EUR;181,69;EUR
42217;AS;274;2000020001042.0;CATALYSEUR;Catalyseur;1.0;181,74;EUR;181,74;EUR
28572D;AS;274;1100020002378.0;catalyseur AS ;catalyseur AS ;1.0;181,79;EUR;181,79;EUR
G00888C;primeturbo;5620;1000000132039.0;PIECESOE;PIECESOE;1.0;181,8;EUR;181,8;EUR
G00901C;primeturbo;5620;1000000132040.0;PIECESOE;PIECESOE;1.0;181,8;EUR;181,8;EUR
G00902C;primeturbo;5620;1000000132041.0;PIECESOE;PIECESOE;1.0;181,8;EUR;181,8;EUR
G00519C;primeturbo;5620;1000000132042.0;PIECESOE;PIECESOE;1.0;181,98;EUR;181,98;EUR
2100-010-391;jrone;6662;1000000132989.0;PIECESOE;PIECESOE;0.0;182,1;EUR;182,1;EUR
20412;AS;274;1100020002383.0;catalyseur AS ;catalyseur AS ;1.0;182,31;EUR;182,31;EUR
68020D;AS;274;1100020002384.0;catalyseur AS ;catalyseur AS ;1.0;182,43;EUR;182,43;EUR
1000-010-278;jrone;6662;1000000132945.0;PIECESOE;PIECESOE;0.0;182,65;EUR;182,65;EUR
8M35-100-231;jrone;6662;1000000132946.0;PIECESOE;PIECESOE;0.0;182,65;EUR;182,65;EUR
K00670C;primeturbo;5620;1000000132043.0;PIECESOE;PIECESOE;1.0;182,7;EUR;182,7;EUR
K00734C;primeturbo;5620;1000000132044.0;PIECESOE;PIECESOE;1.0;182,7;EUR;182,7;EUR
95160;AS;274;2000020001048.0;CAT AS;CAT AS;1.0;182,79;EUR;182,79;EUR
2100-010-456B;jrone;6662;1000000132947.0;PIECESOE;PIECESOE;0.0;183,03;EUR;183,03;EUR
15799;AS;274;2000020001051.0;CAT AS;CAT AS;1.0;183,09;EUR;183,09;EUR
74159D;AS;274;1100020002391.0;catalyseur AS ;catalyseur AS ;1.0;183,1;EUR;183,1;EUR
45148;AS;274;2000020001054.0;PIECESOE;PIECESOE;1.0;183,28;EUR;183,28;EUR
91057;AS;274;2000020001057.0;CAT AS;CAT AS;1.0;183,41;EUR;183,41;EUR
FD1096;AS;274;1100020003195.0;Fap AS;FAP AS;1.0;183,48;EUR;183,48;EUR
1000-020-108;jrone;6662;1000000132948.0;PIECESOE;PIECESOE;0.0;183,66;EUR;183,66;EUR
1000-020-137;jrone;6662;1000000132949.0;PIECESOE;PIECESOE;0.0;183,66;EUR;183,66;EUR
1000-020-178;jrone;6662;1000000132950.0;PIECESOE;PIECESOE;0.0;183,66;EUR;183,66;EUR
25142;AS;274;2000020001061.0;CAT AS;CAT AS;1.0;183,68;EUR;183,68;EUR
42206;AS;274;2000020001062.0;PIECESOE;PIECESOE;1.0;183,78;EUR;183,78;EUR
95161;AS;274;2000020001063.0;CAT AS;CAT AS;1.0;183,81;EUR;183,81;EUR
2100-010-309;jrone;6662;1000000132990.0;PIECESOE;PIECESOE;0.0;184,1;EUR;184,1;EUR
30185D;AS;274;1100020002397.0;catalyseur AS ;catalyseur AS ;1.0;184,46;EUR;184,46;EUR
2100-010-346;jrone;6662;1000000132951.0;PIECESOE;PIECESOE;0.0;184,52;EUR;184,52;EUR
1000-070-083;jrone;6662;1000000132991.0;PIECESOE;PIECESOE;0.0;184,6;EUR;184,6;EUR
28683;AS;274;2000020001067.0;CATALYSEUR;Catalyseur;6.0;184,62;EUR;184,62;EUR
95127D;AS;274;1100020002399.0;catalyseur AS ;catalyseur AS ;1.0;184,65;EUR;184,65;EUR
K00617C;primeturbo;5620;1000000132045.0;PIECESOE;PIECESOE;1.0;184,68;EUR;184,68;EUR
K00838C;primeturbo;5620;1000000132046.0;PIECESOE;PIECESOE;1.0;184,68;EUR;184,68;EUR
95170;AS;274;2000020001068.0;CATALYSEUR;Catalyseur;1.0;184,7;EUR;184,7;EUR
K802;LRT;117;1000000131686.0;PIECESOE;PIECESOE;1.0;184,71;EUR;184,71;EUR
8B03-200-475;jrone;6662;1000000132992.0;PIECESOE;PIECESOE;0.0;184,8;EUR;184,8;EUR
15752D;AS;274;1100020002402.0;catalyseur AS ;catalyseur AS ;1.0;184,81;EUR;184,81;EUR
15742;AS;274;2000020001073.0;PIECESOE;PIECESOE;1.0;184,92;EUR;184,92;EUR
22103;AS;274;2000020001076.0;CAT AS;CAT AS;1.0;185,23;EUR;185,23;EUR
G00847C;primeturbo;5620;1000000132047.0;PIECESOE;PIECESOE;1.0;185,4;EUR;185,4;EUR
FD1030;AS;274;1100020003196.0;Fap AS;FAP AS;1.0;185,47;EUR;185,47;EUR
69013;AS;274;2000020001077.0;CATALYSEUR;Catalyseur;1.0;185,51;EUR;185,51;EUR
22105D;AS;274;1100020002404.0;catalyseur AS ;catalyseur AS ;1.0;185,51;EUR;185,51;EUR
74146;AS;274;2000020001078.0;CATALYSEUR;Catalyseur;1.0;185,59;EUR;185,59;EUR
45247;AS;274;2000020001079.0;CATALYSEUR;Catalyseur;1.0;185,59;EUR;185,59;EUR
29002;AS;274;2000020001080.0;CATALYSEUR;Catalyseur;1.0;185,59;EUR;185,59;EUR
FD1014Q;AS;274;1100020003197.0;Fap AS;FAP AS;1.0;185,6;EUR;185,6;EUR
20417;AS;274;2000020001082.0;CATALYSEUR;Catalyseur;1.0;185,82;EUR;185,82;EUR
FD1097;AS;274;1100020003198.0;Fap AS;FAP AS;1.0;185,95;EUR;185,95;EUR
2063-050-067;jrone;6662;1000000132993.0;PIECESOE;PIECESOE;0.0;186,1;EUR;186,1;EUR
71264;AS;274;2000020001085.0;CATALYSEUR;Catalyseur;1.0;186,12;EUR;186,12;EUR
97170;AS;274;2000020001086.0;CATALYSEUR;Catalyseur;1.0;186,14;EUR;186,14;EUR
1000-010-687T;jrone;6662;1000000132952.0;PIECESOE;PIECESOE;0.0;186,32;EUR;186,32;EUR
1000-010-692;jrone;6662;1000000132953.0;PIECESOE;PIECESOE;0.0;186,32;EUR;186,32;EUR
1000-030-121;jrone;6662;1000000132954.0;PIECESOE;PIECESOE;0.0;186,32;EUR;186,32;EUR
1000-030-131;jrone;6662;1000000132955.0;PIECESOE;PIECESOE;0.0;186,32;EUR;186,32;EUR
25072;AS;274;2000020001089.0;PIECESOE;PIECESOE;1.0;186,38;EUR;186,38;EUR
25091;AS;274;2000020001094.0;CAT AS;CAT AS;1.0;186,47;EUR;186,47;EUR
09.003.C;NOVAK;3722;1000000131666.0;PIECESOE;PIECESOE;1.0;186,63;EUR;186,63;EUR
61066;AS;274;2000020001097.0;PIECESOE;PIECESOE;1.0;186,78;EUR;186,78;EUR
