tiltle;Teilemarke,  Teilenummer;Unnamed: 2;Unnamed: 3;Preis;Unnamed: 5;interne Artikelnummer;Unnamed: 7;Unnamed: 8;Unnamed: 9;Zustand;Pfand;Unnamed: 12;Versandklasse ;Unnamed: 14;Unnamed: 15;Lieferzeit
;ESEN SKV, 48SKV022;;;168,45;;48SKV022;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV023;;;115,74;;48SKV023;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV024;;;115,15;;48SKV024;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV025;;;175,52;;48SKV025;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV032;;;162,56;;48SKV032;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV035;;;157,85;;48SKV035;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV037;;;143,42;;48SKV037;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV038;;;164,92;;48SKV038;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV039;;;117,36;;48SKV039;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV041;;;166,1;;48SKV041;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV042;;;157,85;;48SKV042;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV045;;;124,87;;48SKV045;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV046;;;130,76;;48SKV046;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV047;;;161,39;;48SKV047;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV050;;;134;;48SKV050;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV053;;;178,82;;48SKV053;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV054;;;169,63;;48SKV054;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV055;;;165,4;;48SKV055;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV056;;;146,52;;48SKV056;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV057;;;130,91;;48SKV057;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV058;;;117,07;;48SKV058;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV059;;;113,24;;48SKV059;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV060;;;171,99;;48SKV060;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV061;;;162,56;;48SKV061;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV062;;;175,64;;48SKV062;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV064;;;240,31;;48SKV064;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV067;;;180,23;;48SKV067;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV068;;;143,57;;48SKV068;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV069;;;109,85;;48SKV069;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV070;;;139,75;;48SKV070;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV072;;;163,74;;48SKV072;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV073;;;109,12;;48SKV073;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV074;;;144,31;;48SKV074;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV075;;;123,1;;48SKV075;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV076;;;124,57;;48SKV076;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV078;;;156,38;;48SKV078;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV079;;;173,17;;48SKV079;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV080;;;148,72;;48SKV080;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV081;;;145,78;;48SKV081;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV082;;;145,78;;48SKV082;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV083;;;122,08;;48SKV083;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV084;;;131,2;;48SKV084;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV085;;;139,45;;48SKV085;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV086;;;134;;48SKV086;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV087;;;119,13;;48SKV087;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV088;;;111,77;;48SKV088;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV089;;;144,6;;48SKV089;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV090;;;187,3;;48SKV090;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV091;;;349,63;;48SKV091;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV093;;;239,13;;48SKV093;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV105;;;137,09;;48SKV105;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV106;;;133,86;;48SKV106;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV107;;;131,5;;48SKV107;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV108;;;200,26;;48SKV108;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV109;;;168,45;;48SKV109;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV112;;;179,06;;48SKV112;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV113;;;922,37;;48SKV113;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV114;;;164,92;;48SKV114;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV118;;;208,51;;48SKV118;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV122;;;173,17;;48SKV122;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV135;;;162,56;;48SKV135;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV138;;;167,28;;48SKV138;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV151;;;116,03;;48SKV151;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV158;;;180,23;;48SKV158;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV801;;;180,23;;48SKV801;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV802;;;159,03;;48SKV802;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV807;;;160,21;;48SKV807;;;;1.0;0;;1;;;3
;ESEN SKV, 48SKV808;;;163,74;;48SKV808;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV001;;;270,7;;49SKV001;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV002;;;218,66;;49SKV002;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV004;;;127,08;;49SKV004;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV005;;;164,92;;49SKV005;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV006;;;163,74;;49SKV006;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV008;;;169,63;;49SKV008;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV009;;;173,17;;49SKV009;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV010;;;121,63;;49SKV010;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV011;;;114,27;;49SKV011;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV012;;;180,23;;49SKV012;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV014;;;150,49;;49SKV014;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV016;;;152,55;;49SKV016;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV017;;;129,29;;49SKV017;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV018;;;161,39;;49SKV018;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV019;;;172,23;;49SKV019;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV020;;;110,14;;49SKV020;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV021;;;120,31;;49SKV021;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV024;;;117,8;;49SKV024;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV025;;;163,74;;49SKV025;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV026;;;112,79;;49SKV026;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV027;;;145,64;;49SKV027;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV029;;;202,03;;49SKV029;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV030;;;162,56;;49SKV030;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV032;;;206,15;;49SKV032;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV035;;;132,68;;49SKV035;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV036;;;152,7;;49SKV036;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV037;;;112,06;;49SKV037;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV038;;;164,33;;49SKV038;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV039;;;162,56;;49SKV039;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV040;;;180,23;;49SKV040;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV042;;;184,95;;49SKV042;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV043;;;123,69;;49SKV043;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV045;;;167,28;;49SKV045;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV046;;;1702,69;;49SKV046;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV047;;;176,7;;49SKV047;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV048;;;173,17;;49SKV048;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV049;;;162,56;;49SKV049;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV051;;;127,52;;49SKV051;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV052;;;122,66;;49SKV052;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV055;;;166,45;;49SKV055;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV056;;;179,06;;49SKV056;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV057;;;167,28;;49SKV057;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV058;;;182,59;;49SKV058;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV059;;;169,63;;49SKV059;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV060;;;127,22;;49SKV060;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV061;;;175,52;;49SKV061;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV062;;;108,08;;49SKV062;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV063;;;128,85;;49SKV063;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV064;;;140,18;;49SKV064;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV065;;;110,44;;49SKV065;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV066;;;130,03;;49SKV066;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV067;;;115,74;;49SKV067;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV068;;;164,92;;49SKV068;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV069;;;200,26;;49SKV069;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV070;;;164,09;;49SKV070;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV072;;;174,87;;49SKV072;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV073;;;213,1;;49SKV073;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV074;;;170,7;;49SKV074;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV075;;;163,74;;49SKV075;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV076;;;148,43;;49SKV076;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV077;;;238,09;;49SKV077;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV078;;;222,94;;49SKV078;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV079;;;177,88;;49SKV079;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV080;;;174,34;;49SKV080;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV081;;;210,98;;49SKV081;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV082;;;183,77;;49SKV082;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV085;;;169,63;;49SKV085;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV088;;;157,85;;49SKV088;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV089;;;132,09;;49SKV089;;;;1.0;0;;1;;;3
;ESEN SKV, 49SKV519;;;150,64;;49SKV519;;;;1.0;0;;1;;;3
;ESEN SKV, 50SKV261;;;150,64;;50SKV261;;;;1.0;0;;1;;;3
;ESEN SKV, 50SKV262;;;108,97;;50SKV262;;;;1.0;0;;1;;;3
;ESEN SKV, 50SKV753;;;109,12;;50SKV753;;;;1.0;0;;1;;;3
;ESEN SKV, 50SKV754;;;166,1;;50SKV754;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV165;;;166,1;;51SKV165;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV166;;;107,35;;51SKV166;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV295;;;169,63;;51SKV295;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV296;;;168,45;;51SKV296;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV345;;;168,45;;51SKV345;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV346;;;181,41;;51SKV346;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV395;;;181,41;;51SKV395;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV396;;;169,63;;51SKV396;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV507;;;169,63;;51SKV507;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV508;;;124,28;;51SKV508;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV515;;;115,89;;51SKV515;;;;1.0;0;;1;;;3
;ESEN SKV, 51SKV516;;;146,37;;51SKV516;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV900;;;173,64;;52SKV900;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV901;;;132,82;;52SKV901;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV902;;;187,89;;52SKV902;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV903;;;159,97;;52SKV903;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV904;;;199,56;;52SKV904;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV905;;;170,81;;52SKV905;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV906;;;174,23;;52SKV906;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV907;;;140,04;;52SKV907;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV908;;;138,42;;52SKV908;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV909;;;170,22;;52SKV909;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV910;;;166,21;;52SKV910;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV911;;;151,37;;52SKV911;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV912;;;167,28;;52SKV912;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV913;;;158,3;;52SKV913;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV914;;;168,45;;52SKV914;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV915;;;162,33;;52SKV915;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV916;;;156,38;;52SKV916;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV917;;;156,38;;52SKV917;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV918;;;187,78;;52SKV918;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV919;;;187,78;;52SKV919;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV920;;;191,66;;52SKV920;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV921;;;191,66;;52SKV921;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV922;;;181,41;;52SKV922;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV923;;;181,41;;52SKV923;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV924;;;141,95;;52SKV924;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV925;;;148,13;;52SKV925;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV926;;;140,18;;52SKV926;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV927;;;140,18;;52SKV927;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV928;;;144,16;;52SKV928;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV929;;;138,27;;52SKV929;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV930;;;152,85;;52SKV930;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV931;;;152,85;;52SKV931;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV932;;;152,85;;52SKV932;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV933;;;152,85;;52SKV933;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV934;;;189,9;;52SKV934;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV935;;;187,42;;52SKV935;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV936;;;169,28;;52SKV936;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV937;;;169,28;;52SKV937;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV938;;;129,58;;52SKV938;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV939;;;129,58;;52SKV939;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV940;;;156,38;;52SKV940;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV941;;;156,38;;52SKV941;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV942;;;160,21;;52SKV942;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV943;;;159,38;;52SKV943;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV944;;;154,61;;52SKV944;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV945;;;156,67;;52SKV945;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV946;;;206,85;;52SKV946;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV948;;;153,73;;52SKV948;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV950;;;142,24;;52SKV950;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV951;;;125,16;;52SKV951;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV953;;;126,49;;52SKV953;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV954;;;130,91;;52SKV954;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV955;;;130,91;;52SKV955;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV956;;;142,4;;52SKV956;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV958;;;116,92;;52SKV958;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV959;;;134,29;;52SKV959;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV960;;;134,29;;52SKV960;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV961;;;136,35;;52SKV961;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV964;;;163,98;;52SKV964;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV965;;;118,98;;52SKV965;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV966;;;131,35;;52SKV966;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV967;;;177,76;;52SKV967;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV968;;;184,71;;52SKV968;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV969;;;138,27;;52SKV969;;;;1.0;0;;1;;;3
;ESEN SKV, 52SKV970;;;110,3;;52SKV970;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV042;;;164,92;;54SKV042;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV187;;;112,2;;54SKV187;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV204;;;179,06;;54SKV204;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV220;;;169,63;;54SKV220;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV255;;;166,1;;54SKV255;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV340;;;161,39;;54SKV340;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV534;;;174,34;;54SKV534;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV540;;;164,92;;54SKV540;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV617;;;179,06;;54SKV617;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV656;;;118,39;;54SKV656;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV720;;;160,21;;54SKV720;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV721;;;174,34;;54SKV721;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV733;;;170,81;;54SKV733;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV734;;;142,98;;54SKV734;;;;1.0;0;;1;;;3
;ESEN SKV, 54SKV735;;;162,56;;54SKV735;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV351;;;162,56;;55SKV351;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV352;;;181,41;;55SKV352;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV423;;;181,41;;55SKV423;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV424;;;125,16;;55SKV424;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV561;;;125,16;;55SKV561;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV562;;;134,74;;55SKV562;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV583;;;128,11;;55SKV583;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV584;;;148,72;;55SKV584;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV753;;;143,72;;55SKV753;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV754;;;171,99;;55SKV754;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV901;;;171,99;;55SKV901;;;;1.0;0;;1;;;3
;ESEN SKV, 55SKV902;;;123,1;;55SKV902;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV153;;;123,1;;56SKV153;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV154;;;210,86;;56SKV154;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV174;;;199,08;;56SKV174;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV223;;;303,22;;56SKV223;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV224;;;161,39;;56SKV224;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV343;;;161,39;;56SKV343;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV344;;;174,34;;56SKV344;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV353;;;174,34;;56SKV353;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV354;;;164,92;;56SKV354;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV433;;;164,92;;56SKV433;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV434;;;131,94;;56SKV434;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV493;;;137,39;;56SKV493;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV494;;;109,85;;56SKV494;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV513;;;171,99;;56SKV513;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV514;;;140,63;;56SKV514;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV554;;;161,39;;56SKV554;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV563;;;161,39;;56SKV563;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV564;;;131,2;;56SKV564;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV573;;;131,2;;56SKV573;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV574;;;114,56;;56SKV574;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV613;;;114,56;;56SKV613;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV614;;;161,39;;56SKV614;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV621;;;161,39;;56SKV621;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV622;;;142,4;;56SKV622;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV673;;;115,74;;56SKV673;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV674;;;121,92;;56SKV674;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV723;;;121,92;;56SKV723;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV724;;;167,28;;56SKV724;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV744;;;131,2;;56SKV744;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV771;;;131,2;;56SKV771;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV772;;;133,27;;56SKV772;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV863;;;141,81;;56SKV863;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV864;;;110,44;;56SKV864;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV922;;;171,99;;56SKV922;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV943;;;171,99;;56SKV943;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV944;;;139,75;;56SKV944;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV993;;;121,78;;56SKV993;;;;1.0;0;;1;;;3
;ESEN SKV, 56SKV994;;;186,12;;56SKV994;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV005;;;186,12;;58SKV005;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV006;;;156,38;;58SKV006;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV007;;;156,38;;58SKV007;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV008;;;197,9;;58SKV008;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV009;;;197,9;;58SKV009;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV010;;;120,75;;58SKV010;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV011;;;115,44;;58SKV011;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV012;;;161,39;;58SKV012;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV013;;;161,39;;58SKV013;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV014;;;114,27;;58SKV014;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV015;;;134,59;;58SKV015;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV016;;;109,85;;58SKV016;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV017;;;110,88;;58SKV017;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV018;;;173,52;;58SKV018;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV019;;;129,44;;58SKV019;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV024;;;159,03;;58SKV024;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV027;;;109,12;;58SKV027;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV029;;;167,04;;58SKV029;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV030;;;160,21;;58SKV030;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV031;;;179,53;;58SKV031;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV032;;;221,58;;58SKV032;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV033;;;191,66;;58SKV033;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV034;;;199,08;;58SKV034;;;;1.0;0;;1;;;3
;ESEN SKV, 58SKV035;;;191,43;;58SKV035;;;;1.0;0;;1;;;3
