ID_Product,Quantity,Quantity_Fourniss_After_Cumule,available
GK349,1,1,1
GK35,1,1,1
GK350,1,1,1
GK352,1,1,1
GK355,1,1,1
GK358,0,0,0
GK359,0,0,0
GK365,1,1,1
GK37,1,1,1
GK370,1,1,1
GK374,1,1,1
GK375,1,1,1
GK377,1,1,1
GK379,1,1,1
GK381,0,0,0
GK382,1,1,1
GK383,1,1,1
GK384,0,0,0
GK385,1,1,1
GK386,1,1,1
GK388,1,1,1
GK389,1,1,1
GK390,1,1,1
GK394,1,1,1
GK40,1,1,1
GK404,1,1,1
GK405,1,1,1
GK408,1,1,1
GK409,0,0,0
GK410,1,1,1
GK411,1,1,1
GK413,1,1,1
GK415,1,1,1
GK416,1,1,1
GK418,1,1,1
GK419,0,0,0
GK421,1,1,1
GK433,0,0,0
GK443,1,1,1
GK445,1,1,1
GK451,1,1,1
GK453,0,0,0
GK456,1,1,1
GK457,1,1,1
GK458,0,0,0
GK46,1,1,1
GK461,1,1,1
GK462,0,0,0
GK463,1,1,1
GK465,1,1,1
GK466,1,1,1
GK468,1,1,1
GK469,1,1,1
GK476,1,1,1
GK477,1,1,1
GK48,1,1,1
GK482,1,1,1
GK483,0,0,0
GK485,1,1,1
GK488,1,1,1
GK489,0,0,0
GK49,1,1,1
GK490,1,1,1
GK499,1,1,1
GK500,0,0,0
GK503,1,1,1
GK506,1,1,1
GK51,1,1,1
GK510,1,1,1
GK511,1,1,1
GK512,1,1,1
GK513,1,1,1
GK514,1,1,1
GK515,0,0,0
GK516,0,0,0
GK517,1,1,1
GK518,1,1,1
GK519,0,0,0
GK52,1,1,1
GK520,1,1,1
GK521,1,1,1
GK522,1,1,1
GK523,0,0,0
GK525,0,0,0
GK526,1,1,1
GK527,1,1,1
GK529,1,1,1
GK530,1,1,1
GK533,0,0,0
GK535,0,0,0
GK536,0,0,0
GK537,0,0,0
GK538,0,0,0
GK539,0,0,0
GK540,1,1,1
GK541,1,1,1
GK542,1,1,1
GK545,0,0,0
GK548,1,1,1
GK55,1,1,1
GK550,1,1,1
GK551,0,0,0
GK552,1,1,1
GK553,0,0,0
GK554,1,1,1
GK555,1,1,1
GK556,0,0,0
GK557,0,0,0
GK558,1,1,1
GK56,0,0,0
GK562,0,0,0
GK563,0,0,0
GK564,1,1,1
GK566,1,1,1
GK570,1,1,1
GK572,1,1,1
GK574,1,1,1
GK578,1,1,1
GK583,1,1,1
GK588,1,1,1
GK59,1,1,1
GK596,1,1,1
GK597,1,1,1
GK60,1,1,1
GK602,0,0,0
GK608,1,1,1
GK61,1,1,1
GK613,1,1,1
GK615,0,0,0
GK618,1,1,1
GK619,1,1,1
GK62,1,1,1
GK621,1,1,1
GK623,0,0,0
GK63,1,1,1
GK631,0,0,0
GK633,1,1,1
GK634,1,1,1
GK637,0,0,0
GK639,1,1,1
GK64,1,1,1
GK642,0,0,0
GK654,1,1,1
GK662,0,0,0
GK663,1,1,1
GK665,1,1,1
GK666,1,1,1
GK668,1,1,1
GK670,0,0,0
GK678,0,0,0
GK685,1,1,1
GK71,0,0,0
GK729,0,0,0
GK731,1,1,1
GK733,1,1,1
GK734,1,1,1
GK735,1,1,1
GK737,0,0,0
GK738,1,1,1
GK74,1,1,1
GK740,0,0,0
GK741,1,1,1
GK742,1,1,1
GK744,1,1,1
GK745,1,1,1
GK746,1,1,1
GK749,1,1,1
GK751,0,0,0
GK753,1,1,1
GK757,1,1,1
GK758,1,1,1
GK76,0,0,0
GK760,1,1,1
GK761,1,1,1
GK762,0,0,0
GK763,1,1,1
GK764,1,1,1
GK765,1,1,1
GK766,1,1,1
GK767,0,0,0
GK768,0,0,0
GK769,1,1,1
GK77,1,1,1
GK770,1,1,1
GK771,0,0,0
GK772,0,0,0
GK773,1,1,1
GK774,0,0,0
GK775,0,0,0
GK776,1,1,1
GK777,0,0,0
GK778,1,1,1
GK779,1,1,1
GK780,0,0,0
GK781,1,1,1
GK79,1,1,1
GK84,1,1,1
GK90,1,1,1
GK93,1,1,1
GK946,1,1,1
GK947,1,1,1
GK951,0,0,0
GK952,0,0,0
GK953,1,1,1
GK954,1,1,1
GK955,1,1,1
GK961,1,1,1
GK962,0,0,0
GK963,0,0,0
GK964,0,0,0
GK965,0,0,0
GK966,1,1,1
GK967,1,1,1
GK968,0,0,0
GK969,0,0,0
GK97,1,1,1
GK970,1,1,1
GK971,1,1,1
GK973,1,1,1
GK974,1,1,1
GK975,1,1,1
GK976,1,1,1
GK977,1,1,1
GK978,1,1,1
GK979,1,1,1
GK981,1,1,1
GK982,0,0,0
GK983,0,0,0
GK984,0,0,0
GK985,0,0,0
GK986,1,1,1
GK987,1,1,1
GK988,0,0,0
GK989,0,0,0
GK990,1,1,1
GK991,0,0,0
GK992,0,0,0
GK993,1,1,1
GK994,0,0,0
GK995,1,1,1
GK996,1,1,1
GK997,0,0,0
GK998,1,1,1
GK999,0,0,0
H00075C,1,1,1
H00110C,1,1,1
H00134C,1,1,1
H00200C,1,1,1
H00202C,1,1,1
H00259C,1,1,1
H00261C,1,1,1
H00280R,0,0,0
H00282C,1,1,1
H00283C,1,1,1
H00284C,1,1,1
H00287R,1,1,1
H00289R,1,1,1
H00298C,1,1,1
H00299C,1,1,1
H00308G,1,1,1
H00309C,0,0,0
H00317G,1,1,1
H00330AC,0,0,0
H00333R,1,1,1
H00335R,1,1,1
H00347AC,1,1,1
H00347C,1,1,1
H00350R,1,1,1
H00371C,1,1,1
H00389C,1,1,1
H00430A,1,1,1
H00438G,1,1,1
H00439C,1,1,1
H00445A,1,1,1
H00455A,1,1,1
H00518P,1,1,1
H00519H,1,1,1
H00520C,1,1,1
H00532C,1,1,1
H00535C,1,1,1
H00536C,1,1,1
H00554AC,1,1,1
H00554C,1,1,1
H00573A,1,1,1
H00588G,1,1,1
H00590A,1,1,1
H00594V,1,1,1
H00598C,1,1,1
H00599B,1,1,1
H00604G,1,1,1
H00626C,1,1,1
H00630C,1,1,1
H00631C,1,1,1
H00641C,1,1,1
H00660C,0,0,0
H00664C,1,1,1
H00665C,1,1,1
H00677C,1,1,1
H00679G,1,1,1
H00680B,1,1,1
H00681P,1,1,1
H00689C,1,1,1
H00690C,1,1,1
H00692C,0,0,0
H00694C,1,1,1
H00705C,1,1,1
H00715V,1,1,1
H00721C,1,1,1
H00726C,1,1,1
H00727C,1,1,1
H00728C,0,0,0
H00730C,1,1,1
H00754C,1,1,1
H00761C,1,1,1
H00763C,1,1,1
H00768C,1,1,1
H00773C,1,1,1
H00781C,1,1,1
H00782C,0,0,0
H00807A,1,1,1
H00808G,1,1,1
H00811C,1,1,1
H00824A,1,1,1
H00829C,1,1,1
H00836B,1,1,1
H00837B,1,1,1
H00842G,1,1,1
H00856A,1,1,1
H00856C,0,0,0
H00859C,1,1,1
H00867C,1,1,1
H00867P,1,1,1
H00875A,1,1,1
H00884C,1,1,1
H00885C,1,1,1
H00886C,1,1,1
H00901H,1,1,1
H00905V,1,1,1
H00906C,1,1,1
H00907C,1,1,1
H00922P,1,1,1
H00935G,1,1,1
H00960A,1,1,1
H01035W,1,1,1
H01053M,1,1,1
H01054E,1,1,1
H01082H,1,1,1
H01085B,1,1,1
H01126E,0,0,0
H01154E,1,1,1
H01156W,1,1,1
H01164P,1,1,1
H01166M,0,0,0
H01171B,1,1,1
H01192P,1,1,1
H01205V,1,1,1
H01225A,1,1,1
H01252A,1,1,1
H01281R,1,1,1
H01283R,1,1,1
H01291R,1,1,1
H01292R,1,1,1
H01294R,1,1,1
H01295R,1,1,1
H01296R,1,1,1
H01297R,1,1,1
H01336H,0,0,0
H01337G,1,1,1
H01360M,1,1,1
H01369W,0,0,0
H01388W,1,1,1
H01467V,0,0,0
H01496A,1,1,1
H01497A,1,1,1
H01498A,1,1,1
H01499A,1,1,1
H01500A,1,1,1
H01501A,0,0,0
H01501G,1,1,1
H01503A,1,1,1
H01503B,1,1,1
H01504A,1,1,1
H01533G,1,1,1
H01547A,1,1,1
H01569G,1,1,1
H01570H,1,1,1
H01571G,1,1,1
H01591S,1,1,1
H01595AC,1,1,1
H01630R,0,0,0
H01644R,0,0,0
H01659R,1,1,1
H01662R,1,1,1
H01663A,1,1,1
H01664G,1,1,1
H01665P,1,1,1
H01666H,1,1,1
H01667B,1,1,1
H01668R,1,1,1
H01669A,1,1,1
H01670G,1,1,1
H01671P,1,1,1
H01672H,1,1,1
H01673B,1,1,1
H01681R,1,1,1
H01682A,1,1,1
H01683G,1,1,1
H01684P,1,1,1
H01685H,1,1,1
H01686B,1,1,1
H01712R,1,1,1
H01714R,1,1,1
H01715R,1,1,1
H01724S,1,1,1
H01725S,1,1,1
H01726S,1,1,1
H01727S,1,1,1
H01729AC,0,0,0
H01730AC,0,0,0
H01950W,1,1,1
H01959V,1,1,1
H02002G,1,1,1
H02003G,1,1,1
H02013B,1,1,1
H02014B,1,1,1
H02057B,1,1,1
H02060E,0,0,0
H02062E,1,1,1
H02092V,1,1,1
H02098V,1,1,1
H02106W,1,1,1
H02113W,1,1,1
H02118V,1,1,1
H02126E,1,1,1
H02130V,1,1,1
H02130W,1,1,1
H02135V,1,1,1
H02136V,1,1,1
H02157S,1,1,1
H02172W,1,1,1
H02173W,1,1,1
H02175AC,1,1,1
H02284E,1,1,1
IHI9V104,0,0,0
IHI9V108,0,0,0
IHICIFK,0,0,0
IHIVIHN,0,0,0
K00039C,1,1,1
K00040C,1,1,1
K00041C,1,1,1
K00044C,1,1,1
K00046C,1,1,1
K00047C,1,1,1
K00050C,1,1,1
K00074C,1,1,1
K00077C,1,1,1
K00078C,1,1,1
K00079C,1,1,1
K00089C,1,1,1
K00098C,1,1,1
K00107C,1,1,1
K00115C,0,0,0
K00135C,1,1,1
K00151C,1,1,1
K00152C,1,1,1
K00154C,1,1,1
K00155C,1,1,1
K00157C,1,1,1
K00171C,1,1,1
K00175C,1,1,1
K00203C,1,1,1
K00204C,1,1,1
K00205C,1,1,1
K00208C,1,1,1
K00210C,1,1,1
K00214C,1,1,1
K00215C,1,1,1
K00216C,1,1,1
K00217C,1,1,1
K00218C,1,1,1
K00225C,1,1,1
K00227C,1,1,1
K00241C,1,1,1
K00248C,1,1,1
K00249C,1,1,1
K00258C,1,1,1
K00262C,1,1,1
K00268C,0,0,0
K00270C,1,1,1
K00279G,1,1,1
K00281C,1,1,1
K00281G,1,1,1
K00289G,1,1,1
K00296G,1,1,1
K00301C,1,1,1
K00302C,1,1,1
K00305C,1,1,1
K00305R,1,1,1
K00309R,1,1,1
K00313C,1,1,1
K00313G,1,1,1
K00314R,0,0,0
K00315R,1,1,1
K00316C,1,1,1
K00316R,1,1,1
K00318C,0,0,0
K00319C,1,1,1
K00320C,1,1,1
K00324C,1,1,1
K00327C,1,1,1
K00328C,1,1,1
K00333AC,1,1,1
K00335C,1,1,1
K00336G,1,1,1
K00337G,1,1,1
K00339C,1,1,1
K00344A,1,1,1
K00352G,1,1,1
K00354C,1,1,1
K00354R,0,0,0
K00357C,0,0,0
K00358C,1,1,1
K00362AC,1,1,1
K00362C,1,1,1
K00363C,1,1,1
K00367G,1,1,1
K00368G,1,1,1
K00372A,1,1,1
K00374C,1,1,1
K00377C,1,1,1
K00379G,1,1,1
K00380C,1,1,1
K00381C,0,0,0
K00382A,1,1,1
K00384A,1,1,1
K00386A,1,1,1
K00386C,1,1,1
K00387C,1,1,1
K00388C,1,1,1
K00393C,1,1,1
K00394C,1,1,1
K00397A,1,1,1
K00398A,1,1,1
K00401C,1,1,1
K00402A,1,1,1
K00403G,0,0,0
K00405C,0,0,0
K00406C,1,1,1
K00407G,1,1,1
K00413G,1,1,1
K00413N,1,1,1
K00415C,1,1,1
K00423G,1,1,1
K00425A,0,0,0
K00425C,1,1,1
K00426C,1,1,1
K00427C,1,1,1
K00431A,1,1,1
K00432G,1,1,1
K00433G,1,1,1
K00438C,1,1,1
K00442C,1,1,1
K00447C,1,1,1
K00448A,0,0,0
K00450A,1,1,1
K00450C,1,1,1
K00451A,1,1,1
K00452G,1,1,1
K00453C,1,1,1
K00454C,1,1,1
K00458C,1,1,1
K00472P,1,1,1
K00473C,1,1,1
K00474C,0,0,0
K00477C,1,1,1
K00479P,1,1,1
K00480C,1,1,1
K00480P,1,1,1
K00481C,1,1,1
K00482P,1,1,1
K00483C,1,1,1
K00489AC,1,1,1
K00489C,1,1,1
K00495C,1,1,1
K00497C,1,1,1
K00500EV,1,1,1
K00501EV,1,1,1
K00505A,1,1,1
K00506A,1,1,1
K00507B,1,1,1
K00507C,1,1,1
K00508C,1,1,1
K00509A,0,0,0
K00510C,1,1,1
K00510G,0,0,0
K00511A,1,1,1
K00511C,1,1,1
K00512C,1,1,1
K00513C,1,1,1
K00515C,1,1,1
K00516G,1,1,1
K00517C,1,1,1
K00523C,1,1,1
K00523G,1,1,1
K00525B,1,1,1
K00526C,1,1,1
K00527B,0,0,0
K00528B,1,1,1
K00530C,1,1,1
K00540C,1,1,1
K00543C,1,1,1
K00544G,1,1,1
K00550B,1,1,1
K00555C,1,1,1
K00556C,1,1,1
K00557C,1,1,1
K00557V,1,1,1
K00558C,1,1,1
K00558V,1,1,1
K00562C,1,1,1
K00565C,0,0,0
K00567C,1,1,1
K00568C,1,1,1
K00575B,1,1,1
K00578P,1,1,1
K00579P,1,1,1
K00582C,1,1,1
K00584C,1,1,1
K00584G,1,1,1
K00585C,1,1,1
K00585G,1,1,1
K00586G,1,1,1
K00595V,1,1,1
K00600P,1,1,1
K00603C,1,1,1
K00604C,1,1,1
K00605C,1,1,1
K00606C,1,1,1
K00608G,1,1,1
K00609A,1,1,1
K00612C,1,1,1
K00617C,1,1,1
K00618C,0,0,0
K00619C,1,1,1
K00620C,1,1,1
K00622B,1,1,1
K00625G,1,1,1
K00627C,1,1,1
K00630P,1,1,1
K00632C,1,1,1
K00633C,1,1,1
K00634C,1,1,1
K00638C,1,1,1
K00644V,1,1,1
K00650C,1,1,1
K00652C,1,1,1
K00653C,1,1,1
K00657C,1,1,1
K00662C,1,1,1
K00667V,1,1,1
K00669V,0,0,0
K00670C,1,1,1
K00671C,1,1,1
K00673V,1,1,1
K00674V,0,0,0
K00676C,1,1,1
K00681C,0,0,0
K00684G,1,1,1
K00685A,1,1,1
K00685C,1,1,1
K00700B,1,1,1
K00701B,1,1,1
K00702B,1,1,1
K00707C,1,1,1
K00708C,1,1,1
K00710C,0,0,0
K00712B,1,1,1
K00718H,1,1,1
K00722C,1,1,1
K00723H,1,1,1
K00729C,1,1,1
K00732AC,1,1,1
K00732C,0,0,0
K00733B,1,1,1
K00734C,1,1,1
K00735C,1,1,1
K00737P,1,1,1
K00739C,0,0,0
K00740C,1,1,1
K00742A,1,1,1
K00744C,1,1,1
K00745C,1,1,1
K00750C,1,1,1
K00756C,1,1,1
K00762W,1,1,1
K00764B,1,1,1
K00766C,1,1,1
K00769C,1,1,1
K00770P,1,1,1
K00771H,1,1,1
K00772P,1,1,1
K00773B,1,1,1
K00774C,1,1,1
K00777C,1,1,1
K00782V,1,1,1
K00783C,1,1,1
K00783S,1,1,1
K00785C,1,1,1
K00788C,1,1,1
K00788V,0,0,0
K00789C,1,1,1
K00790C,0,0,0
K00791C,0,0,0
K00794C,1,1,1
K00794V,1,1,1
K00795C,1,1,1
K00800B,0,0,0
K00802C,1,1,1
K00803C,1,1,1
K00809C,1,1,1
K00809H,1,1,1
K00810C,1,1,1
K00810P,1,1,1
K00811P,0,0,0
K00822C,1,1,1
K00823C,1,1,1
K00826C,1,1,1
K00827C,1,1,1
K00830C,1,1,1
K00831C,1,1,1
K00834C,1,1,1
K00835C,0,0,0
K00836C,0,0,0
K00837C,1,1,1
K00838C,1,1,1
K00843C,1,1,1
K00844C,1,1,1
K00845B,1,1,1
K00846H,1,1,1
K00848AC,1,1,1
K00849C,1,1,1
K00849G,1,1,1
K00852C,1,1,1
K00853C,1,1,1
K00853G,1,1,1
K00854P,0,0,0
K00858C,1,1,1
K00861C,1,1,1
K00871A,1,1,1
K00874C,1,1,1
K00878C,1,1,1
K00879C,1,1,1
K00883M,1,1,1
K00884E,1,1,1
K00885M,1,1,1
K00886E,1,1,1
K00889C,1,1,1
K00892C,1,1,1
K00893C,1,1,1
K00895C,1,1,1
K00897R,1,1,1
K00898C,0,0,0
K00899R,1,1,1
K00900C,1,1,1
K00900R,1,1,1
K00906V,1,1,1
K00910C,1,1,1
K00917C,1,1,1
K00918C,1,1,1
K00919C,1,1,1
K00919G,1,1,1
K00921R,1,1,1
K00931E,1,1,1
K00934E,1,1,1
K00938E,1,1,1
K00946W,0,0,0
K00951E,1,1,1
K00956G,1,1,1
K00959A,0,0,0
K00974H,1,1,1
K00976V,1,1,1
K00982B,1,1,1
K00983H,1,1,1
K00989P,1,1,1
K00991B,1,1,1
K01001B,1,1,1
K01038W,1,1,1
K01039W,1,1,1
K01049W,1,1,1
K01059G,1,1,1
K01064G,1,1,1
K01070B,1,1,1
K01071B,0,0,0
K01073B,1,1,1
K01073W,0,0,0
K01074P,1,1,1
K01075W,1,1,1
K01077H,1,1,1
K01078H,1,1,1
K01079H,1,1,1
K01095H,1,1,1
K01096P,1,1,1
K01107R,1,1,1
K01112G,1,1,1
K01117W,1,1,1
K01119W,1,1,1
K01121W,0,0,0
K01128H,1,1,1
K01130G,1,1,1
K01131A,1,1,1
K01133P,1,1,1
K01155R,1,1,1
K01157G,1,1,1
K01158W,0,0,0
K01159M,1,1,1
K01160E,1,1,1
K01165B,1,1,1
K01165U,1,1,1
K01166B,1,1,1
K01166U,1,1,1
K01167U,1,1,1
K01168U,1,1,1
K01169U,1,1,1
K01170U,0,0,0
K01173B,1,1,1
K01174B,1,1,1
K01176R,1,1,1
K01177R,1,1,1
K01178B,1,1,1
K01178R,1,1,1
K01179B,1,1,1
K01181G,1,1,1
K01201N,1,1,1
K01204C,1,1,1
K01212B,1,1,1
K01213G,1,1,1
K01214R,1,1,1
K01215R,1,1,1
K01217G,1,1,1
K01225W,0,0,0
K01228E,1,1,1
K01236B,1,1,1
K01245E,1,1,1
K01245P,0,0,0
K01261R,1,1,1
K01267E,1,1,1
K01270A,1,1,1
K01276R,1,1,1
K01277R,1,1,1
K01305R,1,1,1
K01323B,1,1,1
K01324N,1,1,1
K01325A,1,1,1
K01326W,1,1,1
K01334A,1,1,1
K01335B,1,1,1
K01345M,1,1,1
K01346E,1,1,1
K01347M,1,1,1
K01348E,1,1,1
K01358M,1,1,1
K01359M,1,1,1
K01363A,1,1,1
K01364N,1,1,1
K01371A,1,1,1
K01374C,0,0,0
K01377V,1,1,1
K01378S,1,1,1
K01382W,1,1,1
K01383V,1,1,1
K01384E,1,1,1
K01386A,1,1,1
K01387V,1,1,1
K01390V,1,1,1
K01394N,1,1,1
K01395P,1,1,1
K01396B,1,1,1
K01399B,1,1,1
K01404G,1,1,1
K01407H,1,1,1
K01421N,1,1,1
K01424R,1,1,1
K01428V,1,1,1
K01429V,1,1,1
K01432E,1,1,1
K01436W,1,1,1
K01437W,1,1,1
K01440V,1,1,1
K01470S,1,1,1
K01474G,1,1,1
K01485A,1,1,1
K01486A,1,1,1
K01500EV,1,1,1
K01528V,1,1,1
K01529V,0,0,0
K01530V,1,1,1
K01531V,1,1,1
K01541M,1,1,1
K01542W,0,0,0
K01543A,1,1,1
K01548E,1,1,1
K01558S,1,1,1
K01559S,1,1,1
K01560S,1,1,1
K01562W,1,1,1
K01566A,1,1,1
K01583S,0,0,0
K01584S,1,1,1
K01585S,1,1,1
K01587S,0,0,0
K01588AC,1,1,1
K01589AC,0,0,0
K01603S,0,0,0
K01604S,1,1,1
K01609R,1,1,1
K01632R,1,1,1
K01633R,1,1,1
K01636R,1,1,1
K01637R,0,0,0
K01639R,1,1,1
K01642R,1,1,1
K01643R,1,1,1
K01644V,1,1,1
K01660H,1,1,1
K01661B,1,1,1
K01674R,1,1,1
K01675A,1,1,1
K01676G,1,1,1
K01677P,1,1,1
K01680B,1,1,1
K01698R,1,1,1
K01699R,0,0,0
K01701R,1,1,1
K01708R,1,1,1
K01719W,0,0,0
K01722E,1,1,1
K01723S,0,0,0
K01731AC,1,1,1
K01732AC,0,0,0
K01736AC,1,1,1
K01737AC,1,1,1
K01931P,1,1,1
K01934R,1,1,1
K01935R,1,1,1
K01936P,1,1,1
K01936R,1,1,1
K01937R,1,1,1
K01938R,1,1,1
K01939R,1,1,1
K01939V,0,0,0
K01941R,1,1,1
K01942R,1,1,1
K01954V,1,1,1
K01958W,1,1,1
K01965M,1,1,1
K01966W,1,1,1
K01967M,1,1,1
K01968W,1,1,1
K01969M,1,1,1
K01970W,1,1,1
K01971W,1,1,1
K01982W,0,0,0
K01983M,1,1,1
K01984E,0,0,0
K01985M,1,1,1
K01988W,1,1,1
K02025B,1,1,1
K02026B,1,1,1
K02028B,1,1,1
K02032B,1,1,1
K02042B,1,1,1
K02043B,1,1,1
K02052B,1,1,1
K02056B,1,1,1
K02058B,1,1,1
K02077R,1,1,1
K02079A,1,1,1
K02080N,1,1,1
K02081P,1,1,1
K02082R,1,1,1
K02087V,1,1,1
K02088V,0,0,0
K02089V,0,0,0
K02096V,1,1,1
K02100V,1,1,1
K02102W,0,0,0
K02105W,1,1,1
K02106V,0,0,0
K02107W,0,0,0
K02108W,0,0,0
K02109V,1,1,1
K02117M,1,1,1
K02123V,1,1,1
K02124S,0,0,0
K02124V,1,1,1
K02133W,1,1,1
K02134V,1,1,1
K02137S,1,1,1
K02139W,0,0,0
K02147W,1,1,1
K02148W,1,1,1
K02149W,1,1,1
K02150W,1,1,1
K02153W,1,1,1
K02154W,1,1,1
K02155W,1,1,1
K02156W,1,1,1
K02166W,1,1,1
K02167AC,1,1,1
K02168W,1,1,1
K02179V,1,1,1
K02181W,1,1,1
K02183V,1,1,1
K03000V,1,1,1
K03082R,1,1,1
KITREPAIR3523299,0,0,0
M00033C,1,1,1
M00034C,1,1,1
M00035C,1,1,1
M00037C,1,1,1
M00088C,0,0,0
M00109C,1,1,1
M00170C,1,1,1
M00192C,1,1,1
M00207C,1,1,1
M00220C,1,1,1
M00221C,1,1,1
M00223C,1,1,1
M00226C,1,1,1
M00229C,1,1,1
M00230C,1,1,1
M00245C,1,1,1
M00247C,1,1,1
M00260C,1,1,1
M00263C,1,1,1
M00266C,1,1,1
M00272C,1,1,1
M00273C,1,1,1
M00280C,1,1,1
M00317C,1,1,1
M00322C,1,1,1
M00326R,1,1,1
M00328R,1,1,1
M00329R,1,1,1
M00331C,1,1,1
M00332AC,1,1,1
M00332R,1,1,1
M00336C,1,1,1
M00339R,1,1,1
M00340C,1,1,1
M00364C,1,1,1
M00372C,1,1,1
M00375C,1,1,1
M00376C,1,1,1
M00379C,1,1,1
M00383A,1,1,1
M00384C,1,1,1
M00385G,1,1,1
M00390G,1,1,1
M00397C,1,1,1
M00416C,1,1,1
M00426A,1,1,1
M00441C,1,1,1
M00444C,1,1,1
M00460C,1,1,1
M00462C,1,1,1
M00478C,1,1,1
M00522C,1,1,1
M00524C,1,1,1
M00534A,1,1,1
M00535G,1,1,1
M00539C,1,1,1
M00543A,1,1,1
M00544C,1,1,1
M00545C,0,0,0
M00551C,1,1,1
M00552C,1,1,1
M00553B,1,1,1
M00553C,1,1,1
M00561P,1,1,1
M00563C,1,1,1
M00564C,1,1,1
M00566C,1,1,1
M00570AC,1,1,1
M00570C,1,1,1
M00572C,1,1,1
M00573C,1,1,1
M00574C,1,1,1
M00574V,1,1,1
M00575C,1,1,1
M00576C,1,1,1
M00577V,1,1,1
M00579C,1,1,1
M00587C,1,1,1
M00587G,1,1,1
M00589A,1,1,1
M00593C,1,1,1
M00596C,1,1,1
M00597A,1,1,1
M00597C,1,1,1
M00598B,1,1,1
M00599C,1,1,1
M00600C,1,1,1
M00607G,1,1,1
M00614C,1,1,1
M00615C,1,1,1
M00616C,1,1,1
M00623B,1,1,1
M00626G,1,1,1
M00628A,1,1,1
M00631G,1,1,1
M00635A,1,1,1
M00636B,1,1,1
M00637C,0,0,0
M00644C,1,1,1
M00645C,1,1,1
M00646C,1,1,1
M00647C,1,1,1
M00649C,1,1,1
M00655C,1,1,1
M00661C,1,1,1
M00664G,1,1,1
M00676P,1,1,1
M00677H,1,1,1
M00686C,1,1,1
M00687C,1,1,1
M00691P,1,1,1
M00700C,1,1,1
M00719V,1,1,1
M00720C,1,1,1
M00721B,1,1,1
M00736C,1,1,1
M00738C,1,1,1
M00741C,1,1,1
M00765V,1,1,1
M00766V,0,0,0
M00770C,1,1,1
M00774P,1,1,1
M00775H,1,1,1
M00779C,0,0,0
M00786C,0,0,0
M00792C,1,1,1
M00796C,1,1,1
M00818C,1,1,1
M00824C,1,1,1
M00825C,1,1,1
M00833C,1,1,1
M00840C,1,1,1
M00842C,1,1,1
M00849AC,1,1,1
M00851C,1,1,1
M00869B,1,1,1
M00870C,1,1,1
M00870H,1,1,1
M00871C,1,1,1
M00873B,0,0,0
M00874B,1,1,1
M00875C,1,1,1
M00876C,1,1,1
M00880C,1,1,1
M00887C,1,1,1
M00889A,1,1,1
M00890G,1,1,1
M00891B,1,1,1
M00892H,1,1,1
M00896C,1,1,1
M00898R,1,1,1
M00899C,1,1,1
M00902H,1,1,1
M00905G,1,1,1
M00909C,1,1,1
M00914C,1,1,1
M00914W,1,1,1
M00915W,1,1,1
M00920R,1,1,1
M00986B,1,1,1
M00987H,1,1,1
M01010B,1,1,1
M01029R,1,1,1
M01030W,0,0,0
M01032W,1,1,1
M01033W,0,0,0
M01034W,1,1,1
M01042W,1,1,1
M01048B,1,1,1
M01053G,1,1,1
M01069V,0,0,0
M01071V,1,1,1
M01114G,1,1,1
M01122B,1,1,1
M01134B,1,1,1
M01142B,1,1,1
M01144B,1,1,1
M01150E,1,1,1
M01161M,1,1,1
M01162E,1,1,1
M01170B,1,1,1
M01175H,1,1,1
M01179R,1,1,1
M01180R,1,1,1
M01181R,1,1,1
M01184A,1,1,1
M01185G,1,1,1
M01189E,1,1,1
M01190M,1,1,1
M01197G,1,1,1
M01209A,1,1,1
M01212R,1,1,1
M01213R,1,1,1
M01226H,1,1,1
M01227N,1,1,1
M01230R,1,1,1
M01233R,1,1,1
M01234R,1,1,1
M01235R,1,1,1
M01238G,1,1,1
M01240B,1,1,1
M01249R,1,1,1
M01250R,1,1,1
M01259R,1,1,1
M01264G,1,1,1
M01265A,1,1,1
M01269H,1,1,1
M01298A,1,1,1
M01299H,1,1,1
M01300W,1,1,1
M01311E,1,1,1
M01321E,1,1,1
M01322W,1,1,1
M01328E,1,1,1
M01328R,1,1,1
M01330R,1,1,1
M01337W,1,1,1
M01351M,1,1,1
M01352E,1,1,1
M01353M,1,1,1
M01354E,1,1,1
M01356A,0,0,0
M01365H,1,1,1
M01385V,1,1,1
M01389S,1,1,1
M01401G,1,1,1
M01402A,1,1,1
M01408V,1,1,1
M01409N,1,1,1
M01418A,1,1,1
M01422E,1,1,1
M01463V,1,1,1
M01471H,1,1,1
M01487A,1,1,1
M01488A,1,1,1
M01489A,1,1,1
M01490A,1,1,1
M01491A,1,1,1
M01491G,1,1,1
M01532G,1,1,1
M01537H,1,1,1
M01538G,1,1,1
M01540P,1,1,1
M01543R,1,1,1
M01561S,1,1,1
M01572W,1,1,1
M01573R,1,1,1
M01590AC,1,1,1
M01606S,1,1,1
M01647R,0,0,0
M01650R,1,1,1
M01651R,1,1,1
M01652R,1,1,1
M01654R,0,0,0
M01655R,1,1,1
M01710R,1,1,1
M01711R,1,1,1
M01716W,0,0,0
M01717W,1,1,1
M01787B,1,1,1
M01919G,1,1,1
M01940A,1,1,1
M01941G,1,1,1
M01942B,1,1,1
M01943H,1,1,1
M01944W,1,1,1
M01957B,1,1,1
M01962E,0,0,0
M01963M,1,1,1
M01964W,1,1,1
M01986E,1,1,1
M01987M,1,1,1
