platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Storm,stock_eminia trading
Alzura,20026,1,114,113,20250811_165946,0,0,0,0,0,114,0
Alzura,21199,0,2,2,20250811_165946,0,0,0,0,0,2,0
Alzura,21211M6RLDEM,5,6,1,20250811_165946,0,6,0,0,0,0,0
Alzura,21211Q9LLDEM,8,9,1,20250811_165946,0,9,0,0,0,0,0
Alzura,21296,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,21299,0,119,119,20250811_165946,0,0,0,0,0,119,0
Alzura,21419ADLAE,3,7,4,20250811_165946,0,7,0,0,0,0,0
Alzura,21511D9RLDEM,9,10,1,20250811_165946,0,10,0,0,0,0,0
Alzura,2161170LLDEM2,5,8,3,20250811_165946,0,8,0,0,0,0,0
Alzura,2171164RLDEM2,5,6,1,20250811_165946,0,6,0,0,0,0,0
Alzura,2211145LMLDEM,9,10,1,20250811_165946,0,10,0,0,0,0,0
Alzura,2211146LLDEM,10,9,-1,20250811_165946,0,9,0,0,0,0,0
Alzura,2211146RLDEM,8,9,1,20250811_165946,0,9,0,0,0,0,0
Alzura,2211151LMLDEM,9,10,1,20250811_165946,0,10,0,0,0,0,0
Alzura,2211162RLDEM2,0,1,1,20250811_165946,0,1,0,0,0,0,0
Alzura,2211167LLDEM,2,7,5,20250811_165946,0,7,0,0,0,0,0
Alzura,2221114RLDEM,4,5,1,20250811_165946,0,5,0,0,0,0,0
Alzura,23025,1,88,87,20250811_165946,0,0,0,0,0,88,0
Alzura,26027,1,67,66,20250811_165946,0,0,0,0,0,67,0
Alzura,27699,0,78,78,20250811_165946,0,0,0,0,0,78,0
Alzura,28575,1,2,1,20250811_165946,0,0,0,0,0,2,0
Alzura,28584,1,17,16,20250811_165946,0,0,0,0,0,17,0
Alzura,28683,1,6,5,20250811_165946,0,0,0,0,0,6,0
Alzura,29003,1,28,27,20250811_165946,0,0,0,0,0,28,0
Alzura,30098,0,4,4,20250811_165946,0,0,0,0,0,4,0
Alzura,30099,0,19,19,20250811_165946,0,0,0,0,0,19,0
Alzura,30326,0,27,27,20250811_165946,0,0,0,0,0,27,0
Alzura,304533,1,2,1,20250811_165946,0,0,0,0,0,2,0
Alzura,31275,0,69,69,20250811_165946,0,0,0,0,0,69,0
Alzura,31351,0,28,28,20250811_165946,0,0,0,0,0,28,0
Alzura,33075,0,5,5,20250811_165946,0,0,0,0,0,5,0
Alzura,33077,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,34027,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,34172,0,4,4,20250811_165946,0,0,0,0,0,4,0
Alzura,34583,0,2,2,20250811_165946,0,0,0,0,0,2,0
Alzura,36099,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,3617100000,52,51,-1,20250811_165946,0,0,0,51,0,0,0
Alzura,36477,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,40476,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,4081201700,40,36,-4,20250811_165946,0,0,0,36,0,0,0
Alzura,43111B5LMLDEM,0,1,1,20250811_165946,0,1,0,0,0,0,0
Alzura,4318300700,58,57,-1,20250811_165946,0,0,0,57,0,0,0
Alzura,4319900500,31,30,-1,20250811_165946,0,0,0,30,0,0,0
Alzura,4362001570,2,1,-1,20250811_165946,0,0,0,1,0,0,0
Alzura,4401119RLDE,2,3,1,20250811_165946,0,3,0,0,0,0,0
Alzura,4401129RLDEMA,3,7,4,20250811_165946,0,7,0,0,0,0,0
Alzura,4401141LLDEM,2,3,1,20250811_165946,0,3,0,0,0,0,0
Alzura,4401913RUECR,0,4,4,20250811_165946,0,4,0,0,0,0,0
Alzura,44019A4LLDAE,5,6,1,20250811_165946,0,6,0,0,0,0,0
Alzura,44065,0,2,2,20250811_165946,0,0,0,0,0,2,0
Alzura,44066,0,112,112,20250811_165946,0,0,0,0,0,112,0
Alzura,4411138LLDEMF,8,9,1,20250811_165946,0,9,0,0,0,0,0
Alzura,4411164RLDEM,8,10,2,20250811_165946,0,10,0,0,0,0,0
Alzura,44111D4RMLEHM2,9,8,-1,20250811_165946,0,8,0,0,0,0,0
Alzura,44119F2LLDUE2,0,3,3,20250811_165946,0,3,0,0,0,0,0
Alzura,4421148LLDEM1,10,9,-1,20250811_165946,0,9,0,0,0,0,0
Alzura,4421173RMLDEM1,7,8,1,20250811_165946,0,8,0,0,0,0,0
Alzura,4421982RUE,7,8,1,20250811_165946,0,8,0,0,0,0,0
Alzura,4441135RLDM2C,0,4,4,20250811_165946,0,4,0,0,0,0,0
Alzura,4441984RWE,3,2,-1,20250811_165946,0,2,0,0,0,0,0
Alzura,4461913RUE,7,8,1,20250811_165946,0,8,0,0,0,0,0
Alzura,460007,1,122,121,20250811_165946,0,0,0,0,0,122,0
Alzura,460009,1,109,108,20250811_165946,0,0,0,0,0,109,0
Alzura,460015,1,14,13,20250811_165946,0,0,0,0,0,14,0
Alzura,460017,1,0,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,460020,1,93,92,20250811_165946,0,0,0,0,0,93,0
Alzura,460021,1,135,134,20250811_165946,0,0,0,0,0,135,0
Alzura,46554,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,46756,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,48376,0,3,3,20250811_165946,0,0,0,0,0,3,0
Alzura,48377,0,1,1,20250811_165946,0,0,0,0,0,1,0
Alzura,48522,0,126,126,20250811_165946,0,0,0,0,0,126,0
Alzura,4981202270,26,25,-1,20250811_165946,0,0,0,25,0,0,0
Alzura,4981202280,30,25,-5,20250811_165946,0,0,0,25,0,0,0
Alzura,4981202370,45,44,-1,20250811_165946,0,0,0,44,0,0,0
Alzura,4981202380,29,28,-1,20250811_165946,0,0,0,28,0,0,0
Alzura,502001,0,45,45,20250811_165946,0,0,0,0,0,45,0
Alzura,50901517,7,6,-1,20250811_165946,0,0,0,0,0,0,1
Alzura,550013,0,5,5,20250811_165946,0,0,0,0,0,5,0
Alzura,550144,0,3,3,20250811_165946,0,0,0,0,0,3,0
Alzura,550223,0,2,2,20250811_165946,0,0,0,0,0,2,0
