platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Storm,stock_eminia trading
Alzura,550275,0,2,2,20250811_165946,0,0,0,0,0,2,0
Alzura,550344,0,10,10,20250811_165946,0,0,0,0,0,10,0
Alzura,55044,2,7,5,20250811_165946,0,0,0,0,0,7,0
Alzura,55379,29,0,-29,20250811_165946,0,0,0,0,0,0,0
Alzura,55380,18,0,-18,20250811_165946,0,0,0,0,0,0,0
Alzura,56959,9,2,-7,20250811_165946,0,0,0,0,0,2,0
Alzura,580060,1,4,3,20250811_165946,0,0,0,0,0,4,0
Alzura,580062,1,4,3,20250811_165946,0,0,0,0,0,4,0
Alzura,580064,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580069,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580070,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580072,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580073,1,2,1,20250811_165946,0,0,0,0,0,2,0
Alzura,580077,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580080,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580088,1,6,5,20250811_165946,0,0,0,0,0,6,0
Alzura,580090,1,3,2,20250811_165946,0,0,0,0,0,3,0
Alzura,580094,1,2,1,20250811_165946,0,0,0,0,0,2,0
Alzura,580104,1,5,4,20250811_165946,0,0,0,0,0,5,0
Alzura,580109,1,0,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,580115,1,77,76,20250811_165946,0,0,0,0,0,77,0
Alzura,59075,22,2,-20,20250811_165946,0,0,0,0,0,2,0
Alzura,59076,6,0,-6,20250811_165946,0,0,0,0,0,0,0
Alzura,61020,1,9,8,20250811_165946,0,0,0,0,0,9,0
Alzura,61021,1,52,51,20250811_165946,0,0,0,0,0,52,0
Alzura,61024,1,18,17,20250811_165946,0,0,0,0,0,18,0
Alzura,61025,1,16,15,20250811_165946,0,0,0,0,0,16,0
Alzura,61043,1,13,12,20250811_165946,0,0,0,0,0,13,0
Alzura,61081,1,6,5,20250811_165946,0,0,0,0,0,6,0
Alzura,61082,1,7,6,20250811_165946,0,0,0,0,0,7,0
Alzura,6611946L3UE,9,8,-1,20250811_165946,0,8,0,0,0,0,0
Alzura,661536,0,4,4,20250811_165946,0,0,0,0,4,0,0
Alzura,6651120LMLDEMF,6,8,2,20250811_165946,0,8,0,0,0,0,0
Alzura,6651139RMLDEM2,0,4,4,20250811_165946,0,4,0,0,0,0,0
Alzura,6671118RMLDEM1,5,4,-1,20250811_165946,0,4,0,0,0,0,0
Alzura,70026,18,216,198,20250811_165946,0,0,0,0,0,216,0
Alzura,70066,0,43,43,20250811_165946,0,0,0,0,0,43,0
Alzura,70775,9,8,-1,20250811_165946,0,0,0,0,0,8,0
Alzura,7731118LMLEHM2,6,7,1,20250811_165946,0,7,0,0,0,0,0
Alzura,81029,0,47,47,20250811_165946,0,0,0,0,0,47,0
Alzura,8312900100,40,39,-1,20250811_165946,0,0,0,39,0,0,0
Alzura,88184,0,2,2,20250811_165946,0,0,0,0,0,2,0
Alzura,9464466388,2,0,-2,20250811_165946,0,0,0,0,0,0,0
Alzura,9672419980,5,2,-3,20250811_165946,0,0,0,0,2,0,0
Alzura,97172,1,17,16,20250811_165946,0,0,0,0,0,17,0
Alzura,97176,1,12,11,20250811_165946,0,0,0,0,0,12,0
Alzura,A0644S,8,7,-1,20250811_165946,7,0,0,0,0,0,0
Alzura,A0819S,3,10,7,20250811_165946,10,0,0,0,0,0,0
Alzura,A1073S,0,2,2,20250811_165946,2,0,0,0,0,0,0
Alzura,A2130S,3,10,7,20250811_165946,10,0,0,0,0,0,0
Alzura,A3382S,7,6,-1,20250811_165946,6,0,0,0,0,0,0
Alzura,A3597S,7,8,1,20250811_165946,8,0,0,0,0,0,0
Alzura,A3612S,0,10,10,20250811_165946,10,0,0,0,0,0,0
Alzura,A5123,0,10,10,20250811_165946,10,0,0,0,0,0,0
Alzura,A5537S,4,3,-1,20250811_165946,3,0,0,0,0,0,0
Alzura,A6615S,1,0,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,A6711S,5,4,-1,20250811_165946,4,0,0,0,0,0,0
Alzura,A9097MANDO,1,0,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,ARE0126BOSCH,8,9,1,20250811_165946,9,0,0,0,0,0,0
Alzura,ARE3333VALEO,8,7,-1,20250811_165946,7,0,0,0,0,0,0
Alzura,DC9129S,0,8,8,20250811_165946,8,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
Alzura,NAN,23,22,-1,20250811_165946,0,0,0,0,0,0,0
