platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0034PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0035,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0035P,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0036,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0038,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0039,3,5,2,20250812_135901,5,0,0,0,0,0,0,0
TIELEHABERDER,A0040,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0041,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0043,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0043P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0044,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0044P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0044PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0045,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0046,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0046P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0046PINA,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0046PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0047,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0048,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0049,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0049PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0049S,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0049SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0050,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0051,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0052,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0052PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0053,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0053PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0054,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0055,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0056,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
