platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
Alzura,0400180001,0,10,10,20250812_135901,0,10,0,0,0,0,0,0
Alzura,0400180002,0,10,10,20250812_135901,0,10,0,0,0,0,0,0
Alzura,103498,1,2,1,20250812_135901,0,0,2,0,0,0,0,0
Alzura,103501,1,2,1,20250812_135901,0,0,2,0,0,0,0,0
Alzura,103783,1,3,2,20250812_135901,0,0,3,0,0,0,0,0
Alzura,103925,0,1,1,20250812_135901,0,0,1,0,0,0,0,0
Alzura,104287,1,5,4,20250812_135901,0,0,5,0,0,0,0,0
Alzura,104566,1,2,1,20250812_135901,0,0,2,0,0,0,0,0
Alzura,105520,1,2,1,20250812_135901,0,0,2,0,0,0,0,0
Alzura,106244,1,3,2,20250812_135901,0,0,3,0,0,0,0,0
Alzura,106324,1,2,1,20250812_135901,0,0,2,0,0,0,0,0
Alzura,11618477030,0,1,1,20250812_135901,0,0,0,0,0,0,0,0
Alzura,11618513655,0,4,4,20250812_135901,0,0,0,0,4,0,0,0
Alzura,11618513854,0,2,2,20250812_135901,0,0,0,0,0,0,0,0
Alzura,1317400800,2,22,20,20250812_135901,0,0,0,22,0,0,0,0
Alzura,1317401000,2,0,-2,20250812_135901,0,0,0,0,0,0,0,0
Alzura,1317406800,1,3,2,20250812_135901,0,0,0,3,0,0,0,0
Alzura,1317407000,0,8,8,20250812_135901,0,0,0,8,0,0,0,0
Alzura,13401001,0,10,10,20250812_135901,0,10,0,0,0,0,0,0
Alzura,13401002,0,9,9,20250812_135901,0,9,0,0,0,0,0,0
Alzura,20026,1,114,113,20250812_135901,0,0,0,0,0,0,114,0
Alzura,21296,1,3,2,20250812_135901,0,0,0,0,0,0,3,0
Alzura,23025,1,88,87,20250812_135901,0,0,0,0,0,0,88,0
Alzura,26027,1,67,66,20250812_135901,0,0,0,0,0,0,67,0
Alzura,28575,1,2,1,20250812_135901,0,0,0,0,0,0,2,0
Alzura,28584,1,17,16,20250812_135901,0,0,0,0,0,0,17,0
Alzura,28683,1,6,5,20250812_135901,0,0,0,0,0,0,6,0
Alzura,29003,1,27,26,20250812_135901,0,0,0,0,0,0,27,0
Alzura,44411B5PXLDEM2,0,1,1,20250812_135901,0,1,0,0,0,0,0,0
Alzura,4917405300,3,1,-2,20250812_135901,0,0,0,1,0,0,0,0
Alzura,61020,1,9,8,20250812_135901,0,0,0,0,0,0,9,0
Alzura,61021,1,52,51,20250812_135901,0,0,0,0,0,0,52,0
Alzura,61024,1,18,17,20250812_135901,0,0,0,0,0,0,18,0
Alzura,61025,1,16,15,20250812_135901,0,0,0,0,0,0,16,0
Alzura,61043,1,13,12,20250812_135901,0,0,0,0,0,0,13,0
Alzura,61081,1,6,5,20250812_135901,0,0,0,0,0,0,6,0
Alzura,61082,1,7,6,20250812_135901,0,0,0,0,0,0,7,0
Alzura,8384250210,24,22,-2,20250812_135901,0,0,0,22,0,0,0,0
Alzura,8980300970,57,45,-12,20250812_135901,0,0,0,45,0,0,0,0
Alzura,8980300980,63,61,-2,20250812_135901,0,0,0,61,0,0,0,0
Alzura,8984102010,2,1,-1,20250812_135901,0,0,0,1,0,0,0,0
Alzura,97172,1,17,16,20250812_135901,0,0,0,0,0,0,17,0
Alzura,97176,1,12,11,20250812_135901,0,0,0,0,0,0,12,0
Alzura,A1110S,0,1,1,20250812_135901,1,0,0,0,0,0,0,0
Alzura,A1113S,0,2,2,20250812_135901,2,0,0,0,0,0,0,0
Alzura,A3731VALEO,1,0,-1,20250812_135901,0,0,0,0,0,0,0,0
Alzura,A3732VALEO,0,2,2,20250812_135901,2,0,0,0,0,0,0,0
Alzura,A3734VALEO,0,2,2,20250812_135901,2,0,0,0,0,0,0,0
